Date,County,State,Vehicle.Primary.Use,Battery.Electric.Vehicles..BEVs.,Plug.In.Hybrid.Electric.Vehicles..PHEVs.,Electric.Vehicle..EV..Total,Non.Electric.Vehicle.Total,Total.Vehicles,Percent.Electric.Vehicles
May 31 2018,Virginia Beach,VA,Passenger,2,1,3,686,689,0.44
December 31 2022,Collier,FL,Passenger,1,0,1,15,16,6.25
November 30 2020,Snohomish,WA,Passenger,4954,1821,6775,537770,544545,1.24
July 31 2020,Franklin,WA,Passenger,65,78,143,60747,60890,0.23
June 30 2021,Garfield,WA,Truck,0,0,0,996,996,0
November 30 2020,Orange,CA,Passenger,5,3,8,483,491,1.63
November 30 2019,Salt Lake,UT,Passenger,1,0,1,209,210,0.48
December 31 2017,Howard,MD,Passenger,0,2,2,90,92,2.17
November 30 2023,Mercer,NJ,Passenger,0,1,1,7,8,12.5
November 30 2017,Stevens,WA,Passenger,10,21,31,31547,31578,0.1
June 30 2019,Garfield,WA,Passenger,1,1,2,1296,1298,0.15
June 30 2020,Middlesex,MA,Passenger,1,0,1,98,99,1.01
January 31 2018,Arlington,VA,Passenger,1,2,3,182,185,1.62
January 31 2020,Whatcom,WA,Truck,3,0,3,43216,43219,0.01
November 30 2023,Shelby,AL,Passenger,1,0,1,4,5,20
February 28 2021,Kauai,HI,Passenger,1,0,1,18,19,5.26
September 30 2018,Pierce,WA,Passenger,1325,1267,2592,535365,537957,0.48
August 31 2021,Adams,WA,Passenger,16,14,30,13024,13054,0.23
March 31 2024,Garfield,WA,Passenger,0,3,3,1304,1307,0.23
April 30 2020,Island,WA,Truck,1,0,1,21133,21134,0
September 30 2021,Whitman,WA,Truck,0,0,0,8556,8556,0
July 31 2018,Volusia,FL,Passenger,0,1,1,35,36,2.78
September 30 2021,Harrison,MS,Passenger,2,0,2,59,61,3.28
March 31 2023,Howard,MD,Passenger,0,2,2,63,65,3.08
October 31 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
August 31 2022,King,WA,Passenger,42893,11627,54520,1342447,1396967,3.9
February 29 2020,Klickitat,WA,Truck,0,0,0,8297,8297,0
June 30 2019,Columbia,WA,Truck,0,0,0,1532,1532,0
March 31 2024,Pima,AZ,Passenger,1,0,1,169,170,0.59
May 31 2022,Fulton,GA,Passenger,1,1,2,78,80,2.5
December 31 2022,Placer,CA,Passenger,2,0,2,73,75,2.67
August 31 2023,Santa Clara,CA,Passenger,18,2,20,197,217,9.22
January 31 2023,Moore,NC,Passenger,0,1,1,111,112,0.89
May 31 2024,Kootenai,ID,Truck,1,0,1,22,23,4.35
May 31 2023,Spokane,WA,Passenger,2227,1058,3285,321857,325142,1.01
March 31 2018,Broward,FL,Passenger,0,1,1,136,137,0.73
June 30 2017,Clark,WA,Truck,0,0,0,77624,77624,0
August 31 2019,Kern,CA,Passenger,0,1,1,223,224,0.45
October 31 2017,Travis,TX,Passenger,1,1,2,202,204,0.98
September 30 2023,Ray,MO,Passenger,0,1,1,0,1,100
June 30 2023,Fairfax,VA,Passenger,8,2,10,597,607,1.65
May 31 2017,El Paso,CO,Passenger,2,1,3,815,818,0.37
July 31 2024,Orange,CA,Passenger,4,1,5,255,260,1.92
May 31 2020,Arapahoe,CO,Passenger,1,0,1,138,139,0.72
December 31 2017,Pinal,AZ,Passenger,2,0,2,220,222,0.9
December 31 2020,Washoe,NV,Passenger,1,0,1,106,107,0.93
October 31 2019,Frederick,MD,Passenger,1,1,2,76,78,2.56
July 31 2017,Saratoga,NY,Passenger,1,1,2,73,75,2.67
October 31 2019,Pacific,WA,Passenger,30,29,59,16102,16161,0.37
August 31 2020,Jefferson,WA,Truck,0,0,0,9536,9536,0
March 31 2021,Washoe,NV,Passenger,1,0,1,100,101,0.99
March 31 2024,El Dorado,CA,Passenger,1,0,1,16,17,5.88
May 31 2023,Pierce,WA,Passenger,7402,2709,10111,530492,540603,1.87
April 30 2018,Snohomish,WA,Passenger,2188,1192,3380,518685,522065,0.65
January 31 2017,Ferry,WA,Passenger,2,1,3,4388,4391,0.07
August 31 2023,Collin,TX,Passenger,4,0,4,53,57,7.02
September 30 2020,Williamson,TX,Passenger,0,2,2,145,147,1.36
May 31 2022,Douglas,NE,Passenger,1,2,3,52,55,5.45
October 31 2019,Putnam,TN,Passenger,0,1,1,3,4,25
December 31 2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67
October 31 2018,Twin Falls,ID,Passenger,0,1,1,24,25,4
February 29 2024,Chesterfield,VA,Passenger,1,0,1,34,35,2.86
March 31 2022,Fredericksburg,VA,Passenger,1,0,1,9,10,10
July 31 2020,Lewis,WA,Passenger,107,117,224,58117,58341,0.38
May 31 2023,Franklin,WA,Truck,4,0,4,20841,20845,0.02
November 30 2021,Ferry,WA,Truck,0,0,0,3602,3602,0
November 30 2017,Clallam,WA,Passenger,98,86,184,48867,49051,0.38
January 31 2017,Clackamas,OR,Passenger,1,2,3,429,432,0.69
July 31 2022,Lane,OR,Passenger,0,2,2,110,112,1.79
December 31 2019,Duval,FL,Passenger,1,2,3,365,368,0.82
November 30 2022,Danville,VA,Passenger,1,0,1,0,1,100
October 31 2021,Shelby,OH,Passenger,0,1,1,4,5,20
December 31 2022,King,WA,Truck,386,2,388,178122,178510,0.22
September 30 2020,Clallam,WA,Passenger,245,173,418,49869,50287,0.83
February 29 2024,Columbia,WA,Passenger,12,0,12,2407,2419,0.5
August 31 2017,Frederick,MD,Passenger,0,1,1,83,84,1.19
August 31 2020,Charles,MD,Passenger,1,1,2,78,80,2.5
July 31 2018,District of Columbia,DC,Passenger,0,3,3,188,191,1.57
June 30 2024,Leavenworth,KS,Passenger,1,1,2,65,67,2.99
November 30 2022,Grant,WA,Truck,4,0,4,27951,27955,0.01
February 28 2019,Thurston,WA,Truck,0,0,0,54886,54886,0
December 31 2021,Rockingham,NH,Passenger,1,0,1,20,21,4.76
August 31 2023,Tooele,UT,Passenger,1,0,1,10,11,9.09
August 31 2024,Clark,WA,Passenger,8811,3139,11950,309414,321364,3.72
October 31 2019,Bucks,PA,Passenger,1,0,1,28,29,3.45
January 31 2024,DeKalb,GA,Passenger,1,0,1,35,36,2.78
August 31 2022,Carroll,NH,Passenger,0,1,1,4,5,20
June 30 2022,Cowlitz,WA,Passenger,335,172,507,70641,71148,0.71
February 29 2020,Chesapeake,VA,Passenger,0,1,1,443,444,0.23
October 31 2022,Burlington,NJ,Passenger,0,2,2,94,96,2.08
August 31 2019,Kootenai,ID,Passenger,1,2,3,226,229,1.31
September 30 2020,Hennepin,MN,Passenger,2,0,2,92,94,2.13
October 31 2020,Solano,CA,Passenger,1,0,1,210,211,0.47
March 31 2017,Northampton,PA,Passenger,2,0,2,207,209,0.96
March 31 2018,Salt Lake,UT,Passenger,1,0,1,234,235,0.43
June 30 2023,Columbia,WA,Truck,0,0,0,1546,1546,0
February 28 2023,Fulton,GA,Passenger,1,1,2,72,74,2.7
November 30 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
February 28 2021,Multnomah,OR,Passenger,4,5,9,701,710,1.27
October 31 2017,Saratoga,NY,Passenger,1,1,2,73,75,2.67
January 31 2022,Hamilton,OH,Passenger,1,0,1,39,40,2.5
March 31 2018,Chelan,WA,Passenger,96,41,137,53335,53472,0.26
January 31 2020,Pend Oreille,WA,Truck,0,0,0,5775,5775,0
February 28 2022,Fairfax,VA,Passenger,4,2,6,668,674,0.89
October 31 2019,Charleston,SC,Passenger,1,0,1,116,117,0.85
August 31 2023,Broward,FL,Passenger,1,0,1,61,62,1.61
July 31 2019,Pacific,WA,Passenger,24,30,54,16022,16076,0.34
April 30 2022,Kern,CA,Passenger,0,1,1,199,200,0.5
November 30 2021,Bartow,GA,Passenger,0,1,1,4,5,20
October 31 2022,Kootenai,ID,Passenger,0,1,1,161,162,0.62
January 31 2020,Santa Rosa,FL,Passenger,1,0,1,89,90,1.11
May 31 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
January 31 2024,Lee,AL,Passenger,1,0,1,13,14,7.14
October 31 2018,Pacific,WA,Truck,0,0,0,7625,7625,0
December 31 2020,Skamania,WA,Truck,0,0,0,4004,4004,0
December 31 2020,Benton,WA,Passenger,439,355,794,134906,135700,0.59
August 31 2024,Alameda,CA,Passenger,5,1,6,121,127,4.72
February 28 2019,Marion,OR,Passenger,1,0,1,119,120,0.83
March 31 2023,Rockdale,GA,Passenger,1,0,1,7,8,12.5
February 29 2024,Galveston,TX,Passenger,0,1,1,15,16,6.25
October 31 2017,Skagit,WA,Passenger,152,126,278,88943,89221,0.31
May 31 2018,Chelan,WA,Passenger,103,49,152,53487,53639,0.28
December 31 2017,Grays Harbor,WA,Passenger,42,41,83,45816,45899,0.18
May 31 2022,Prince William,VA,Passenger,1,4,5,205,210,2.38
April 30 2024,Burlington,NJ,Passenger,0,1,1,69,70,1.43
February 28 2023,Prince George's,MD,Passenger,3,1,4,135,139,2.88
July 31 2022,Orange,FL,Passenger,2,0,2,94,96,2.08
October 31 2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
April 30 2020,St. Louis,MO,Passenger,1,0,1,100,101,0.99
August 31 2018,Skamania,WA,Truck,0,0,0,3950,3950,0
November 30 2020,Franklin,WA,Truck,0,0,0,20368,20368,0
June 30 2017,Utah,UT,Passenger,0,1,1,165,166,0.6
August 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
April 30 2023,Yakima,WA,Passenger,465,242,707,165743,166450,0.42
January 31 2020,Clark,NV,Passenger,4,3,7,730,737,0.95
August 31 2022,Ada,ID,Passenger,2,0,2,179,181,1.1
February 28 2023,Stafford,VA,Passenger,2,1,3,87,90,3.33
March 31 2022,Franklin,OH,Passenger,1,0,1,66,67,1.49
May 31 2022,Howard,IN,Passenger,0,1,1,3,4,25
February 28 2022,Okanogan,WA,Passenger,73,47,120,26442,26562,0.45
March 31 2020,Grays Harbor,WA,Passenger,107,109,216,48314,48530,0.45
September 30 2020,Stevens,WA,Passenger,36,38,74,30396,30470,0.24
August 31 2024,Montgomery,PA,Passenger,1,0,1,14,15,6.67
December 31 2019,Douglas,WA,Truck,0,0,0,12303,12303,0
May 31 2023,Sonoma,CA,Passenger,3,1,4,69,73,5.48
February 28 2017,Nantucket,MA,Passenger,1,0,1,3,4,25
August 31 2023,Meade,KY,Passenger,1,0,1,20,21,4.76
May 31 2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.7
September 30 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
February 28 2017,Kitsap,WA,Truck,1,0,1,52345,52346,0
September 30 2018,Pierce,WA,Truck,0,0,0,138397,138397,0
November 30 2022,Skagit,WA,Truck,8,0,8,32154,32162,0.02
April 30 2024,Lincoln,WA,Passenger,26,26,52,7560,7612,0.68
July 31 2024,Maricopa,AZ,Passenger,10,2,12,549,561,2.14
November 30 2018,Mercer,NJ,Passenger,0,1,1,17,18,5.56
July 31 2022,Greene,MO,Passenger,0,1,1,29,30,3.33
October 31 2020,Henrico,VA,Passenger,0,1,1,19,20,5
July 31 2019,Caddo,LA,Passenger,0,1,1,25,26,3.85
May 31 2022,Marion,OR,Passenger,1,0,1,111,112,0.89
August 31 2017,Whatcom,WA,Truck,2,0,2,41757,41759,0
March 31 2024,Berkeley,SC,Passenger,2,1,3,81,84,3.57
April 30 2019,Kent,MI,Passenger,0,1,1,26,27,3.7
February 28 2022,Yamhill,OR,Passenger,1,0,1,39,40,2.5
January 31 2020,Spokane,WA,Passenger,683,467,1150,316588,317738,0.36
October 31 2021,Benton,WA,Truck,0,0,0,43691,43691,0
December 31 2021,Duval,FL,Passenger,0,2,2,338,340,0.59
April 30 2018,Norfolk,MA,Passenger,1,0,1,39,40,2.5
March 31 2017,Allegheny,PA,Passenger,1,0,1,91,92,1.09
March 31 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.5
April 30 2019,Lee,FL,Passenger,1,0,1,52,53,1.89
April 30 2022,Franklin,OH,Passenger,1,0,1,67,68,1.47
December 31 2022,Benton,WA,Truck,10,0,10,43294,43304,0.02
